Fecha;Anio;Mes;Linea;Línea Unificada;Canal de distribución;Fac Impo Bruto;Costo Total Com;Fac Kilos;Comercial Kilos;Rendimiento;Precio
mar-22;2022;Marzo;YERBA MATE TRADICIONAL;Yerba Mate;Cadenas de Supermercados;7811703;36807;22379;152;7774896;349
abr-22;2022;Abril;YERBA MATE TRADICIONAL;Yerba Mate;Cadenas de Supermercados;388067740;184668468;853663;803528;203399272;455
abr-22;2022;Abril;YERBA MATE TRADICIONAL;Yerba Mate;Distribuidores;179783246;92439507;419333;482973;87343739;429
abr-22;2022;Abril;YERBA MATE TRADICIONAL;Yerba Mate;Supermercados;43124154;24790656;98195;106363;18333498;439
abr-22;2022;Abril;YERBA MATE TRADICIONAL;Yerba Mate;Grandes Mayoristas;305240500;191040833;673785;823773;114199666;453
abr-22;2022;Abril;YERBA MATE TRADICIONAL;Yerba Mate;Mayoristas;28409339;18662414;65969;83840;9746925;431
abr-22;2022;Abril;YERBA MATE TRADICIONAL;Yerba Mate;Distribuidores;64465886;27420616;158606;145676;37045270;406
abr-22;2022;Abril;YERBA MATE TRADICIONAL;Yerba Mate;Grandes Mayoristas;6494748;3757097;15033;15888;2737651;432
abr-22;2022;Abril;YERBA MATE TRADICIONAL;Yerba Mate;Supermercados;51877;21737;117;94;30140;443
abr-22;2022;Abril;YERBA MATE TRADICIONAL;Yerba Mate;Cadenas de Supermercados;16181965;25855;47148;107;16156111;343
may-22;2022;Mayo;YERBA MATE TRADICIONAL;Yerba Mate;Cadenas de Supermercados;270823002;182722125;584810;681878;88100877;463
may-22;2022;Mayo;YERBA MATE TRADICIONAL;Yerba Mate;Distribuidores;222059823;129590130;492747;428000;92469693;451
may-22;2022;Mayo;YERBA MATE TRADICIONAL;Yerba Mate;Supermercados;57102055;30943218;123020;120996;26158837;464
may-22;2022;Mayo;YERBA MATE TRADICIONAL;Yerba Mate;Grandes Mayoristas;233413486;164861660;480413;659015;68551826;486
may-22;2022;Mayo;YERBA MATE TRADICIONAL;Yerba Mate;Mayoristas;36149293;21612495;80260;72981;14536798;450
may-22;2022;Mayo;YERBA MATE TRADICIONAL;Yerba Mate;Distribuidores;91177700;42577924;209304;138399;48599775;436
may-22;2022;Mayo;YERBA MATE TRADICIONAL;Yerba Mate;Grandes Mayoristas;8441242;2697873;17758;9987;5743369;475
may-22;2022;Mayo;YERBA MATE TRADICIONAL;Yerba Mate;Supermercados;63677;35268;144;144;28408;442
may-22;2022;Mayo;YERBA MATE TRADICIONAL;Yerba Mate;Cadenas de Supermercados;7906567;42256;21033;149;7864311;376
jun-22;2022;Junio;YERBA MATE TRADICIONAL;Yerba Mate;Cadenas de Supermercados;370468158;207448564;760493;767567;163019594;487
jun-22;2022;Junio;YERBA MATE TRADICIONAL;Yerba Mate;Distribuidores;224269486;131658536;476686;519737;92610950;470
jun-22;2022;Junio;YERBA MATE TRADICIONAL;Yerba Mate;Supermercados;47872012;28900753;101453;115203;18971258;472
jun-22;2022;Junio;YERBA MATE TRADICIONAL;Yerba Mate;Grandes Mayoristas;497567071;136720134;1014579;534550;360846937;490
jun-22;2022;Junio;YERBA MATE TRADICIONAL;Yerba Mate;Mayoristas;30004129;16383560;63884;61050;13620569;470
jun-22;2022;Junio;YERBA MATE TRADICIONAL;Yerba Mate;Distribuidores;74178607;52360069;163335;221896;21818538;454
jun-22;2022;Junio;YERBA MATE TRADICIONAL;Yerba Mate;Grandes Mayoristas;6628801;4336002;13126;18094;2292800;505
jun-22;2022;Junio;YERBA MATE TRADICIONAL;Yerba Mate;Supermercados;75571;41654;131;141;33916;577
jun-22;2022;Junio;YERBA MATE TRADICIONAL;Yerba Mate;Cadenas de Supermercados;17499644;35878;43425;122;17463766;403
jul-22;2022;Julio;YERBA MATE TRADICIONAL;Yerba Mate;Cadenas de Supermercados;309028837;224243489;609073;766588;84785348;507
jul-22;2022;Julio;YERBA MATE TRADICIONAL;Yerba Mate;Distribuidores;250513723;119246717;497525;481350;131267005;504
jul-22;2022;Julio;YERBA MATE TRADICIONAL;Yerba Mate;Supermercados;73874578;31636926;145076;127704;42237651;509
jul-22;2022;Julio;YERBA MATE TRADICIONAL;Yerba Mate;Grandes Mayoristas;350849354;227788315;679242;827879;123061039;517
jul-22;2022;Julio;YERBA MATE TRADICIONAL;Yerba Mate;Mayoristas;34295373;15810532;67546;55021;18484841;508
jul-22;2022;Julio;YERBA MATE TRADICIONAL;Yerba Mate;Distribuidores;95257656;49676526;195071;189390;45581130;488
jul-22;2022;Julio;YERBA MATE TRADICIONAL;Yerba Mate;Grandes Mayoristas;7321350;3823548;13618;14500;3497802;538
jul-22;2022;Julio;YERBA MATE TRADICIONAL;Yerba Mate;Supermercados;28547;11709;55;40;16838;519
jul-22;2022;Julio;YERBA MATE TRADICIONAL;Yerba Mate;Cadenas de Supermercados;14912820;49251;36600;171;14863569;407
ago-22;2022;Agosto;YERBA MATE TRADICIONAL;Yerba Mate;Cadenas de Supermercados;497777214;241852380;927486;783514;255924834;537
ago-22;2022;Agosto;YERBA MATE TRADICIONAL;Yerba Mate;Distribuidores;280064184;122950149;517096;436879;157114035;542
ago-22;2022;Agosto;YERBA MATE TRADICIONAL;Yerba Mate;Supermercados;70592311;35394238;130533;130985;35198073;541
ago-22;2022;Agosto;YERBA MATE TRADICIONAL;Yerba Mate;Grandes Mayoristas;531482156;217182147;964451;765727;314300010;551
ago-22;2022;Agosto;YERBA MATE TRADICIONAL;Yerba Mate;Mayoristas;41186963;22633501;76284;85238;18553462;540
ago-22;2022;Agosto;YERBA MATE TRADICIONAL;Yerba Mate;Distribuidores;93726635;48882240;178493;168189;44844395;525
ago-22;2022;Agosto;YERBA MATE TRADICIONAL;Yerba Mate;Grandes Mayoristas;10094380;4082184;19389;14296;6012195;521
ago-22;2022;Agosto;YERBA MATE TRADICIONAL;Yerba Mate;Supermercados;157584;87700;298;298;69884;529
ago-22;2022;Agosto;YERBA MATE TRADICIONAL;Yerba Mate;Cadenas de Supermercados;32388418;40186;70683;125;32348232;458
sep-22;2022;Septiembre;YERBA MATE TRADICIONAL;Yerba Mate;Cadenas de Supermercados;511914032;270613446;968077;853251;241300586;529
sep-22;2022;Septiembre;YERBA MATE TRADICIONAL;Yerba Mate;Distribuidores;255327478;149923606;461878;495789;105403872;553
sep-22;2022;Septiembre;YERBA MATE TRADICIONAL;Yerba Mate;Supermercados;77099685;37103443;138714;120347;39996242;556
sep-22;2022;Septiembre;YERBA MATE TRADICIONAL;Yerba Mate;Grandes Mayoristas;299077947;194450583;535073;666132;104627365;559
sep-22;2022;Septiembre;YERBA MATE TRADICIONAL;Yerba Mate;Mayoristas;36983479;23712555;67038;76931;13270924;552
sep-22;2022;Septiembre;YERBA MATE TRADICIONAL;Yerba Mate;Distribuidores;90899839;55305842;168111;178087;35593997;541
sep-22;2022;Septiembre;YERBA MATE TRADICIONAL;Yerba Mate;Grandes Mayoristas;5767998;4745405;10135;15564;1022593;569
sep-22;2022;Septiembre;YERBA MATE TRADICIONAL;Yerba Mate;Supermercados;83113;-19714;155;-73;102827;536
sep-22;2022;Septiembre;YERBA MATE TRADICIONAL;Yerba Mate;Cadenas de Supermercados;7528066;36895;16743;122;7491171;450
oct-22;2022;Octubre;YERBA MATE TRADICIONAL;Yerba Mate;Cadenas de Supermercados;241131912;266991099;436096;847434;-25859187;553
oct-22;2022;Octubre;YERBA MATE TRADICIONAL;Yerba Mate;Distribuidores;246494946;152427409;421446;500598;94067537;585
oct-22;2022;Octubre;YERBA MATE TRADICIONAL;Yerba Mate;Supermercados;52207667;40665711;90202;129747;11541956;579
oct-22;2022;Octubre;YERBA MATE TRADICIONAL;Yerba Mate;Grandes Mayoristas;422070571;267470400;733492;898782;154600171;575
oct-22;2022;Octubre;YERBA MATE TRADICIONAL;Yerba Mate;Mayoristas;39374922;23512682;66249;73856;15862241;594
oct-22;2022;Octubre;YERBA MATE TRADICIONAL;Yerba Mate;Distribuidores;116359678;64305988;207092;216197;52053690;562
oct-22;2022;Octubre;YERBA MATE TRADICIONAL;Yerba Mate;Grandes Mayoristas;14258005;5211137;23889;15747;9046868;597
oct-22;2022;Octubre;YERBA MATE TRADICIONAL;Yerba Mate;Supermercados;215947;108218;371;371;107729;582
oct-22;2022;Octubre;YERBA MATE TRADICIONAL;Yerba Mate;Cadenas de Supermercados;9762194;31221;21990;85;9730974;444
nov-22;2022;Noviembre;YERBA MATE TRADICIONAL;Yerba Mate;Cadenas de Supermercados;377303913;65421715;660540;129069;311882198;571
nov-22;2022;Noviembre;YERBA MATE TRADICIONAL;Yerba Mate;Distribuidores;158616115;4886064;263865;15251;153730051;601
nov-22;2022;Noviembre;YERBA MATE TRADICIONAL;Yerba Mate;Supermercados;50719084;837239;84562;1782;49881845;600
nov-22;2022;Noviembre;YERBA MATE TRADICIONAL;Yerba Mate;Grandes Mayoristas;110776110;19353955;174896;56055;91422156;633
nov-22;2022;Noviembre;YERBA MATE TRADICIONAL;Yerba Mate;Mayoristas;22489237;451643;36200;1140;22037593;621
nov-22;2022;Noviembre;YERBA MATE TRADICIONAL;Yerba Mate;Distribuidores;40964551;463263;69987;220;40501288;585
nov-22;2022;Noviembre;YERBA MATE TRADICIONAL;Yerba Mate;Grandes Mayoristas;4358085;2132534;6315;2288;2225552;690
nov-22;2022;Noviembre;YERBA MATE TRADICIONAL;Yerba Mate;Supermercados;53695;27142;82;82;26552;655
nov-22;2022;Noviembre;YERBA MATE TRADICIONAL;Yerba Mate;Cadenas de Supermercados;3565020;11850;7792;30;3553170;458
ene-17;2017;Enero;YERBA MATE HIERBAS;Yerba Mate;Cadenas de Supermercados;1116376;845095;21690;28054;271281;51
ene-17;2017;Enero;YERBA MATE HIERBAS;Yerba Mate;Distribuidores;679469;375968;13245;12589;303501;51
ene-17;2017;Enero;YERBA MATE HIERBAS;Yerba Mate;Supermercados;465035;202440;9065;6818;262594;51
ene-17;2017;Enero;YERBA MATE HIERBAS;Yerba Mate;Grandes Mayoristas;375260;672411;7315;22843;-297151;51
ene-17;2017;Enero;YERBA MATE HIERBAS;Yerba Mate;Mayoristas;51044;25884;995;881;25160;51
ene-17;2017;Enero;YERBA MATE HIERBAS;Yerba Mate;Distribuidores;10773;5866;210;200;4908;51
ene-17;2017;Enero;YERBA MATE HIERBAS;Yerba Mate;Grandes Mayoristas;2822;870;55;30;1952;51
ene-17;2017;Enero;YERBA MATE HIERBAS;Yerba Mate;Supermercados;228;144;5;5;84;46
ene-17;2017;Enero;YERBA MATE HIERBAS;Yerba Mate;Cadenas de Supermercados;1302;1066;32;37;235;41
feb-17;2017;Febrero;YERBA MATE HIERBAS;Yerba Mate;Cadenas de Supermercados;1241087;689580;24170;23013;551508;51
feb-17;2017;Febrero;YERBA MATE HIERBAS;Yerba Mate;Distribuidores;871844;714567;16995;24474;157277;51
feb-17;2017;Febrero;YERBA MATE HIERBAS;Yerba Mate;Supermercados;396806;251615;7735;9039;145191;51
feb-17;2017;Febrero;YERBA MATE HIERBAS;Yerba Mate;Grandes Mayoristas;1149890;326909;22415;10919;822980;51
feb-17;2017;Febrero;YERBA MATE HIERBAS;Yerba Mate;Mayoristas;73616;55582;1435;1875;18033;51
feb-17;2017;Febrero;YERBA MATE HIERBAS;Yerba Mate;Distribuidores;15903;11387;310;385;4516;51
feb-17;2017;Febrero;YERBA MATE HIERBAS;Yerba Mate;Grandes Mayoristas;5399;3108;105;105;2292;51
feb-17;2017;Febrero;YERBA MATE HIERBAS;Yerba Mate;Supermercados;228;151;5;5;78;46
feb-17;2017;Febrero;YERBA MATE HIERBAS;Yerba Mate;Cadenas de Supermercados;0;5760;0;161;-5760;#¡DIV/0!
mar-17;2017;Marzo;YERBA MATE HIERBAS;Yerba Mate;Cadenas de Supermercados;1350981;354952;25285;13404;996029;53
mar-17;2017;Marzo;YERBA MATE HIERBAS;Yerba Mate;Distribuidores;1121265;344937;21370;11786;776328;52
mar-17;2017;Marzo;YERBA MATE HIERBAS;Yerba Mate;Supermercados;430178;157361;8135;5872;272816;53
mar-17;2017;Marzo;YERBA MATE HIERBAS;Yerba Mate;Grandes Mayoristas;1187523;317494;22270;10806;870029;53
mar-17;2017;Marzo;YERBA MATE HIERBAS;Yerba Mate;Mayoristas;99504;32526;1880;1109;66978;53
mar-17;2017;Marzo;YERBA MATE HIERBAS;Yerba Mate;Distribuidores;23832;9488;440;320;14344;54
mar-17;2017;Marzo;YERBA MATE HIERBAS;Yerba Mate;Grandes Mayoristas;1373;752;25;25;620;55
mar-17;2017;Marzo;YERBA MATE HIERBAS;Yerba Mate;Supermercados;0;289;0;20;-289;#¡DIV/0!
mar-17;2017;Marzo;YERBA MATE HIERBAS;Yerba Mate;Cadenas de Supermercados;537;17864;13;496;-17327;41
abr-17;2017;Abril;YERBA MATE HIERBAS;Yerba Mate;Cadenas de Supermercados;471083;352700;8575;10338;118383;55
abr-17;2017;Abril;YERBA MATE HIERBAS;Yerba Mate;Distribuidores;552659;278241;10105;9503;274417;55
abr-17;2017;Abril;YERBA MATE HIERBAS;Yerba Mate;Supermercados;258579;121014;4710;4374;137565;55
abr-17;2017;Abril;YERBA MATE HIERBAS;Yerba Mate;Grandes Mayoristas;212463;127321;3870;4289;85142;55
abr-17;2017;Abril;YERBA MATE HIERBAS;Yerba Mate;Mayoristas;24980;23683;455;805;1297;55
abr-17;2017;Abril;YERBA MATE HIERBAS;Yerba Mate;Distribuidores;6039;4938;110;170;1101;55
abr-17;2017;Abril;YERBA MATE HIERBAS;Yerba Mate;Grandes Mayoristas;1098;581;20;20;517;55
abr-17;2017;Abril;YERBA MATE HIERBAS;Yerba Mate;Supermercados;2309;751;45;25;1558;51
abr-17;2017;Abril;YERBA MATE HIERBAS;Yerba Mate;Cadenas de Supermercados;186;314;5;11;-128;41
may-17;2017;Mayo;YERBA MATE HIERBAS;Yerba Mate;Cadenas de Supermercados;875271;872105;15820;29039;3166;55
may-17;2017;Mayo;YERBA MATE HIERBAS;Yerba Mate;Distribuidores;963221;680125;17545;23182;283095;55
may-17;2017;Mayo;YERBA MATE HIERBAS;Yerba Mate;Supermercados;391986;259139;7140;9169;132847;55
may-17;2017;Mayo;YERBA MATE HIERBAS;Yerba Mate;Grandes Mayoristas;397476;550400;7240;17333;-152924;55
may-17;2017;Mayo;YERBA MATE HIERBAS;Yerba Mate;Mayoristas;85095;57213;1550;1935;27882;55
may-17;2017;Mayo;YERBA MATE HIERBAS;Yerba Mate;Distribuidores;17843;14393;325;550;3449;55
may-17;2017;Mayo;YERBA MATE HIERBAS;Yerba Mate;Grandes Mayoristas;2471;886;45;30;1584;55
may-17;2017;Mayo;YERBA MATE HIERBAS;Yerba Mate;Cadenas de Supermercados;744;24503;18;673;-23760;41
jun-17;2017;Junio;YERBA MATE HIERBAS;Yerba Mate;Cadenas de Supermercados;1362290;825894;23660;22634;536396;58
jun-17;2017;Junio;YERBA MATE HIERBAS;Yerba Mate;Distribuidores;1482575;856285;27005;28029;626290;55
jun-17;2017;Junio;YERBA MATE HIERBAS;Yerba Mate;Supermercados;592646;349624;10795;11838;243021;55
jun-17;2017;Junio;YERBA MATE HIERBAS;Yerba Mate;Grandes Mayoristas;763659;460181;13910;15286;303478;55
jun-17;2017;Junio;YERBA MATE HIERBAS;Yerba Mate;Mayoristas;106781;73125;1945;2355;33655;55
jun-17;2017;Junio;YERBA MATE HIERBAS;Yerba Mate;Distribuidores;26627;14758;485;365;11868;55
jun-17;2017;Junio;YERBA MATE HIERBAS;Yerba Mate;Grandes Mayoristas;4982;2555;90;85;2427;55
jun-17;2017;Junio;YERBA MATE HIERBAS;Yerba Mate;Supermercados;1026;599;20;20;427;51
jun-17;2017;Junio;YERBA MATE HIERBAS;Yerba Mate;Cadenas de Supermercados;847;601;21;20;246;41
jul-17;2017;Julio;YERBA MATE HIERBAS;Yerba Mate;Cadenas de Supermercados;1466147;517288;24515;15664;948859;60
jul-17;2017;Julio;YERBA MATE HIERBAS;Yerba Mate;Distribuidores;1023105;454668;18245;14700;568437;56
jul-17;2017;Julio;YERBA MATE HIERBAS;Yerba Mate;Supermercados;530643;242545;9465;7901;288098;56
jul-17;2017;Julio;YERBA MATE HIERBAS;Yerba Mate;Grandes Mayoristas;748518;178848;13615;5835;569670;55
jul-17;2017;Julio;YERBA MATE HIERBAS;Yerba Mate;Mayoristas;83008;25840;1500;843;57168;55
jul-17;2017;Julio;YERBA MATE HIERBAS;Yerba Mate;Distribuidores;22892;14257;405;465;8635;57
jul-17;2017;Julio;YERBA MATE HIERBAS;Yerba Mate;Grandes Mayoristas;3170;1670;55;55;1500;58
jul-17;2017;Julio;YERBA MATE HIERBAS;Yerba Mate;Cadenas de Supermercados;694;444;15;15;250;48
ago-17;2017;Agosto;YERBA MATE HIERBAS;Yerba Mate;Cadenas de Supermercados;956971;414253;15770;12686;542718;61
ago-17;2017;Agosto;YERBA MATE HIERBAS;Yerba Mate;Distribuidores;1053419;694362;18340;21714;359057;57
ago-17;2017;Agosto;YERBA MATE HIERBAS;Yerba Mate;Supermercados;593116;317310;10290;9919;275806;58
ago-17;2017;Agosto;YERBA MATE HIERBAS;Yerba Mate;Grandes Mayoristas;392766;410983;6855;12857;-18217;57
ago-17;2017;Agosto;YERBA MATE HIERBAS;Yerba Mate;Mayoristas;111328;83809;1940;2622;27519;57
ago-17;2017;Agosto;YERBA MATE HIERBAS;Yerba Mate;Distribuidores;23632;10894;410;320;12739;58
ago-17;2017;Agosto;YERBA MATE HIERBAS;Yerba Mate;Grandes Mayoristas;3603;1571;63;49;2032;58
ago-17;2017;Agosto;YERBA MATE HIERBAS;Yerba Mate;Cadenas de Supermercados;322;208;7;7;114;50
sep-17;2017;Septiembre;YERBA MATE HIERBAS;Yerba Mate;Cadenas de Supermercados;775638;660700;12775;19999;114938;61
sep-17;2017;Septiembre;YERBA MATE HIERBAS;Yerba Mate;Distribuidores;1347911;922495;23385;27983;425416;58
sep-17;2017;Septiembre;YERBA MATE HIERBAS;Yerba Mate;Supermercados;526541;326246;9135;9921;200296;58
sep-17;2017;Septiembre;YERBA MATE HIERBAS;Yerba Mate;Grandes Mayoristas;783904;214881;13600;5926;569023;58
sep-17;2017;Septiembre;YERBA MATE HIERBAS;Yerba Mate;Mayoristas;192806;111238;3345;3465;81568;58
sep-17;2017;Septiembre;YERBA MATE HIERBAS;Yerba Mate;Distribuidores;42365;24863;735;775;17502;58
sep-17;2017;Septiembre;YERBA MATE HIERBAS;Yerba Mate;Grandes Mayoristas;4035;2404;70;75;1630;58
sep-17;2017;Septiembre;YERBA MATE HIERBAS;Yerba Mate;Supermercados;381;226;7;7;155;54
sep-17;2017;Septiembre;YERBA MATE HIERBAS;Yerba Mate;Cadenas de Supermercados;1537;12272;31;323;-10735;50
oct-17;2017;Octubre;YERBA MATE HIERBAS;Yerba Mate;Cadenas de Supermercados;1546830;662883;23845;16019;883948;65
oct-17;2017;Octubre;YERBA MATE HIERBAS;Yerba Mate;Distribuidores;1406246;609507;23850;19228;796739;59
oct-17;2017;Octubre;YERBA MATE HIERBAS;Yerba Mate;Supermercados;644155;335187;10715;10338;308968;60
oct-17;2017;Octubre;YERBA MATE HIERBAS;Yerba Mate;Grandes Mayoristas;514291;479953;8565;14876;34338;60
oct-17;2017;Octubre;YERBA MATE HIERBAS;Yerba Mate;Mayoristas;114262;38567;1955;1168;75695;58
oct-17;2017;Octubre;YERBA MATE HIERBAS;Yerba Mate;Distribuidores;23348;20919;390;650;2430;60
oct-17;2017;Octubre;YERBA MATE HIERBAS;Yerba Mate;Grandes Mayoristas;3372;1613;55;50;1760;61
oct-17;2017;Octubre;YERBA MATE HIERBAS;Yerba Mate;Supermercados;291;160;5;5;131;58
oct-17;2017;Octubre;YERBA MATE HIERBAS;Yerba Mate;Cadenas de Supermercados;1140;17151;23;438;-16011;50
nov-17;2017;Noviembre;YERBA MATE HIERBAS;Yerba Mate;Cadenas de Supermercados;989035;569036;15265;17330;419999;65
nov-17;2017;Noviembre;YERBA MATE HIERBAS;Yerba Mate;Distribuidores;1425038;1070890;23145;32984;354148;62
nov-17;2017;Noviembre;YERBA MATE HIERBAS;Yerba Mate;Supermercados;531990;314269;8625;9731;217721;62
nov-17;2017;Noviembre;YERBA MATE HIERBAS;Yerba Mate;Grandes Mayoristas;751262;250663;12180;7703;500600;62
nov-17;2017;Noviembre;YERBA MATE HIERBAS;Yerba Mate;Mayoristas;132304;88823;2145;2712;43481;62
nov-17;2017;Noviembre;YERBA MATE HIERBAS;Yerba Mate;Distribuidores;107015;56183;1735;1725;50832;62
nov-17;2017;Noviembre;YERBA MATE HIERBAS;Yerba Mate;Grandes Mayoristas;2467;1794;40;55;674;62
nov-17;2017;Noviembre;YERBA MATE HIERBAS;Yerba Mate;Cadenas de Supermercados;669;439;14;14;230;50
dic-17;2017;Diciembre;YERBA MATE HIERBAS;Yerba Mate;Cadenas de Supermercados;989847;588610;14250;16870;401237;69
dic-17;2017;Diciembre;YERBA MATE HIERBAS;Yerba Mate;Distribuidores;1532652;518022;24505;15694;1014630;63
dic-17;2017;Diciembre;YERBA MATE HIERBAS;Yerba Mate;Supermercados;628248;320499;9775;9782;307749;64
dic-17;2017;Diciembre;YERBA MATE HIERBAS;Yerba Mate;Grandes Mayoristas;479182;57461;7365;1715;421721;65
dic-17;2017;Diciembre;YERBA MATE HIERBAS;Yerba Mate;Mayoristas;119241;45835;1885;1378;73407;63
dic-17;2017;Diciembre;YERBA MATE HIERBAS;Yerba Mate;Distribuidores;48600;15802;760;485;32799;64
dic-17;2017;Diciembre;YERBA MATE HIERBAS;Yerba Mate;Grandes Mayoristas;3279;1140;50;35;2138;66
dic-17;2017;Diciembre;YERBA MATE HIERBAS;Yerba Mate;Supermercados;712;326;10;10;387;71
dic-17;2017;Diciembre;YERBA MATE HIERBAS;Yerba Mate;Cadenas de Supermercados;719;964;15;30;-245;50
ene-18;2018;Enero;YERBA MATE HIERBAS;Yerba Mate;Cadenas de Supermercados;1339415;726531;18930;17122;612884;71
ene-18;2018;Enero;YERBA MATE HIERBAS;Yerba Mate;Distribuidores;1596459;730289;23875;19509;866170;67
ene-18;2018;Enero;YERBA MATE HIERBAS;Yerba Mate;Supermercados;829211;406526;12335;10807;422685;67
ene-18;2018;Enero;YERBA MATE HIERBAS;Yerba Mate;Grandes Mayoristas;267615;341487;3980;7828;-73871;67
ene-18;2018;Enero;YERBA MATE HIERBAS;Yerba Mate;Mayoristas;82033;81260;1220;2165;773;67
ene-18;2018;Enero;YERBA MATE HIERBAS;Yerba Mate;Distribuidores;20844;20602;310;500;243;67
ene-18;2018;Enero;YERBA MATE HIERBAS;Yerba Mate;Grandes Mayoristas;3698;2060;55;55;1638;67
ene-18;2018;Enero;YERBA MATE HIERBAS;Yerba Mate;Supermercados;712;375;10;10;337;71
ene-18;2018;Enero;YERBA MATE HIERBAS;Yerba Mate;Cadenas de Supermercados;1021;693;19;19;328;55
feb-18;2018;Febrero;YERBA MATE HIERBAS;Yerba Mate;Cadenas de Supermercados;1093628;761452;15465;15809;332176;71
feb-18;2018;Febrero;YERBA MATE HIERBAS;Yerba Mate;Distribuidores;1193174;756282;17745;19271;436891;67
feb-18;2018;Febrero;YERBA MATE HIERBAS;Yerba Mate;Supermercados;491524;298608;7310;7852;192917;67
feb-18;2018;Febrero;YERBA MATE HIERBAS;Yerba Mate;Grandes Mayoristas;610539;290476;9080;7478;320063;67
feb-18;2018;Febrero;YERBA MATE HIERBAS;Yerba Mate;Mayoristas;129101;94627;1920;2493;34473;67
feb-18;2018;Febrero;YERBA MATE HIERBAS;Yerba Mate;Distribuidores;45387;17835;675;470;27552;67
feb-18;2018;Febrero;YERBA MATE HIERBAS;Yerba Mate;Grandes Mayoristas;2017;1138;30;30;879;67
feb-18;2018;Febrero;YERBA MATE HIERBAS;Yerba Mate;Cadenas de Supermercados;492;322;9;9;170;58
mar-18;2018;Marzo;YERBA MATE HIERBAS;Yerba Mate;Cadenas de Supermercados;1564299;1051842;22110;24090;512457;71
mar-18;2018;Marzo;YERBA MATE HIERBAS;Yerba Mate;Distribuidores;1644690;925719;24460;24229;718971;67
mar-18;2018;Marzo;YERBA MATE HIERBAS;Yerba Mate;Supermercados;675762;328592;10050;8497;347170;67
mar-18;2018;Marzo;YERBA MATE HIERBAS;Yerba Mate;Grandes Mayoristas;473370;359574;7040;9425;113796;67
mar-18;2018;Marzo;YERBA MATE HIERBAS;Yerba Mate;Mayoristas;262236;80362;3900;2109;181874;67
mar-18;2018;Marzo;YERBA MATE HIERBAS;Yerba Mate;Distribuidores;53120;31288;790;820;21832;67
mar-18;2018;Marzo;YERBA MATE HIERBAS;Yerba Mate;Grandes Mayoristas;7733;4575;115;130;3157;67
mar-18;2018;Marzo;YERBA MATE HIERBAS;Yerba Mate;Supermercados;4132;2212;58;58;1920;71
mar-18;2018;Marzo;YERBA MATE HIERBAS;Yerba Mate;Cadenas de Supermercados;318;114;6;3;204;58
abr-18;2018;Abril;YERBA MATE HIERBAS;Yerba Mate;Cadenas de Supermercados;1297993;444313;18370;11508;853681;71
abr-18;2018;Abril;YERBA MATE HIERBAS;Yerba Mate;Distribuidores;1833971;1067437;27275;28861;766534;67
abr-18;2018;Abril;YERBA MATE HIERBAS;Yerba Mate;Supermercados;605832;398457;9010;10570;207376;67
abr-18;2018;Abril;YERBA MATE HIERBAS;Yerba Mate;Grandes Mayoristas;550696;188549;8190;4918;362147;67
abr-18;2018;Abril;YERBA MATE HIERBAS;Yerba Mate;Mayoristas;119687;79183;1780;2037;40504;67
abr-18;2018;Abril;YERBA MATE HIERBAS;Yerba Mate;Distribuidores;36646;23736;550;780;12909;67
abr-18;2018;Abril;YERBA MATE HIERBAS;Yerba Mate;Grandes Mayoristas;5379;2872;80;65;2508;67
abr-18;2018;Abril;YERBA MATE HIERBAS;Yerba Mate;Cadenas de Supermercados;116;57;2;2;58;58
may-18;2018;Mayo;YERBA MATE HIERBAS;Yerba Mate;Cadenas de Supermercados;961373;856209;12795;18781;105165;75
may-18;2018;Mayo;YERBA MATE HIERBAS;Yerba Mate;Distribuidores;1582503;1095285;22715;26238;487217;70
may-18;2018;Mayo;YERBA MATE HIERBAS;Yerba Mate;Supermercados;698562;383795;9970;9158;314767;70
may-18;2018;Mayo;YERBA MATE HIERBAS;Yerba Mate;Grandes Mayoristas;314796;325001;4665;6006;-10205;67
may-18;2018;Mayo;YERBA MATE HIERBAS;Yerba Mate;Mayoristas;99214;101867;1430;2438;-2653;69
may-18;2018;Mayo;YERBA MATE HIERBAS;Yerba Mate;Distribuidores;59854;28842;855;690;31011;70
may-18;2018;Mayo;YERBA MATE HIERBAS;Yerba Mate;Grandes Mayoristas;4277;2089;60;50;2188;71
may-18;2018;Mayo;YERBA MATE HIERBAS;Yerba Mate;Cadenas de Supermercados;646;375;11;9;271;59
jun-18;2018;Junio;YERBA MATE HIERBAS;Yerba Mate;Cadenas de Supermercados;1269253;808939;15390;14063;460314;82
jun-18;2018;Junio;YERBA MATE HIERBAS;Yerba Mate;Distribuidores;1688595;870036;22600;22149;818558;75
jun-18;2018;Junio;YERBA MATE HIERBAS;Yerba Mate;Supermercados;565570;287675;7460;7250;277895;76
jun-18;2018;Junio;YERBA MATE HIERBAS;Yerba Mate;Grandes Mayoristas;354724;151243;4765;3508;203482;74
jun-18;2018;Junio;YERBA MATE HIERBAS;Yerba Mate;Mayoristas;168354;78154;2270;1865;90200;74
jun-18;2018;Junio;YERBA MATE HIERBAS;Yerba Mate;Distribuidores;26740;15920;360;395;10820;74
jun-18;2018;Junio;YERBA MATE HIERBAS;Yerba Mate;Grandes Mayoristas;3899;1936;50;45;1964;78
jun-18;2018;Junio;YERBA MATE HIERBAS;Yerba Mate;Cadenas de Supermercados;345;129;6;3;217;63
